GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
"G44000700158005","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"015800","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070158005",,,"Block Group 5, Census Tract 158, Providence County, Rhode Island",607,"Block Group 5, Census Tract 158, Providence County, Rhode Island",193
"G44000700159001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"015900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159001",,,"Block Group 1, Census Tract 159, Providence County, Rhode Island",1099,"Block Group 1, Census Tract 159, Providence County, Rhode Island",361
"G44000700159002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"015900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159002",,,"Block Group 2, Census Tract 159, Providence County, Rhode Island",355,"Block Group 2, Census Tract 159, Providence County, Rhode Island",144
"G44000700159003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"015900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159003",,,"Block Group 3, Census Tract 159, Providence County, Rhode Island",728,"Block Group 3, Census Tract 159, Providence County, Rhode Island",263
"G44000700159004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"015900","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159004",,,"Block Group 4, Census Tract 159, Providence County, Rhode Island",1254,"Block Group 4, Census Tract 159, Providence County, Rhode Island",381
"G44000700160001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070160001",,,"Block Group 1, Census Tract 160, Providence County, Rhode Island",605,"Block Group 1, Census Tract 160, Providence County, Rhode Island",225
"G44000700160002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070160002",,,"Block Group 2, Census Tract 160, Providence County, Rhode Island",1112,"Block Group 2, Census Tract 160, Providence County, Rhode Island",301
"G44000700160003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070160003",,,"Block Group 3, Census Tract 160, Providence County, Rhode Island",1828,"Block Group 3, Census Tract 160, Providence County, Rhode Island",444
"G44000700161001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161001",,,"Block Group 1, Census Tract 161, Providence County, Rhode Island",976,"Block Group 1, Census Tract 161, Providence County, Rhode Island",247
"G44000700161002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161002",,,"Block Group 2, Census Tract 161, Providence County, Rhode Island",1088,"Block Group 2, Census Tract 161, Providence County, Rhode Island",318
"G44000700161003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161003",,,"Block Group 3, Census Tract 161, Providence County, Rhode Island",1267,"Block Group 3, Census Tract 161, Providence County, Rhode Island",335
"G44000700161004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161004",,,"Block Group 4, Census Tract 161, Providence County, Rhode Island",1595,"Block Group 4, Census Tract 161, Providence County, Rhode Island",397
"G44000700163001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070163001",,,"Block Group 1, Census Tract 163, Providence County, Rhode Island",1264,"Block Group 1, Census Tract 163, Providence County, Rhode Island",296
"G44000700163002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070163002",,,"Block Group 2, Census Tract 163, Providence County, Rhode Island",1030,"Block Group 2, Census Tract 163, Providence County, Rhode Island",318
"G44000700163003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070163003",,,"Block Group 3, Census Tract 163, Providence County, Rhode Island",589,"Block Group 3, Census Tract 163, Providence County, Rhode Island",223
"G44000700164001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164001",,,"Block Group 1, Census Tract 164, Providence County, Rhode Island",2738,"Block Group 1, Census Tract 164, Providence County, Rhode Island",505
"G44000700164002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164002",,,"Block Group 2, Census Tract 164, Providence County, Rhode Island",1456,"Block Group 2, Census Tract 164, Providence County, Rhode Island",376
"G44000700164003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164003",,,"Block Group 3, Census Tract 164, Providence County, Rhode Island",689,"Block Group 3, Census Tract 164, Providence County, Rhode Island",287
"G44000700165001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165001",,,"Block Group 1, Census Tract 165, Providence County, Rhode Island",1307,"Block Group 1, Census Tract 165, Providence County, Rhode Island",244
"G44000700165002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165002",,,"Block Group 2, Census Tract 165, Providence County, Rhode Island",1460,"Block Group 2, Census Tract 165, Providence County, Rhode Island",251
"G44000700165003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165003",,,"Block Group 3, Census Tract 165, Providence County, Rhode Island",836,"Block Group 3, Census Tract 165, Providence County, Rhode Island",248
"G44000700166001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070166001",,,"Block Group 1, Census Tract 166, Providence County, Rhode Island",1904,"Block Group 1, Census Tract 166, Providence County, Rhode Island",225
"G44000700167001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070167001",,,"Block Group 1, Census Tract 167, Providence County, Rhode Island",1742,"Block Group 1, Census Tract 167, Providence County, Rhode Island",467
"G44000700167002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070167002",,,"Block Group 2, Census Tract 167, Providence County, Rhode Island",2145,"Block Group 2, Census Tract 167, Providence County, Rhode Island",524
"G44000700168001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168001",,,"Block Group 1, Census Tract 168, Providence County, Rhode Island",994,"Block Group 1, Census Tract 168, Providence County, Rhode Island",235
"G44000700168002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168002",,,"Block Group 2, Census Tract 168, Providence County, Rhode Island",552,"Block Group 2, Census Tract 168, Providence County, Rhode Island",206
"G44000700168003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168003",,,"Block Group 3, Census Tract 168, Providence County, Rhode Island",1402,"Block Group 3, Census Tract 168, Providence County, Rhode Island",208
"G44000700169001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169001",,,"Block Group 1, Census Tract 169, Providence County, Rhode Island",474,"Block Group 1, Census Tract 169, Providence County, Rhode Island",91
"G44000700169002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169002",,,"Block Group 2, Census Tract 169, Providence County, Rhode Island",604,"Block Group 2, Census Tract 169, Providence County, Rhode Island",131
"G44000700169003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"016900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169003",,,"Block Group 3, Census Tract 169, Providence County, Rhode Island",647,"Block Group 3, Census Tract 169, Providence County, Rhode Island",152
"G44000700170001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170001",,,"Block Group 1, Census Tract 170, Providence County, Rhode Island",722,"Block Group 1, Census Tract 170, Providence County, Rhode Island",234
"G44000700170002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170002",,,"Block Group 2, Census Tract 170, Providence County, Rhode Island",2241,"Block Group 2, Census Tract 170, Providence County, Rhode Island",353
"G44000700170003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170003",,,"Block Group 3, Census Tract 170, Providence County, Rhode Island",580,"Block Group 3, Census Tract 170, Providence County, Rhode Island",207
"G44000700170004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017000","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170004",,,"Block Group 4, Census Tract 170, Providence County, Rhode Island",786,"Block Group 4, Census Tract 170, Providence County, Rhode Island",240
"G44000700171001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171001",,,"Block Group 1, Census Tract 171, Providence County, Rhode Island",881,"Block Group 1, Census Tract 171, Providence County, Rhode Island",280
"G44000700171002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171002",,,"Block Group 2, Census Tract 171, Providence County, Rhode Island",733,"Block Group 2, Census Tract 171, Providence County, Rhode Island",290
"G44000700171003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171003",,,"Block Group 3, Census Tract 171, Providence County, Rhode Island",2533,"Block Group 3, Census Tract 171, Providence County, Rhode Island",437
"G44000700171004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171004",,,"Block Group 4, Census Tract 171, Providence County, Rhode Island",371,"Block Group 4, Census Tract 171, Providence County, Rhode Island",133
"G44000700173001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173001",,,"Block Group 1, Census Tract 173, Providence County, Rhode Island",880,"Block Group 1, Census Tract 173, Providence County, Rhode Island",258
"G44000700173002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173002",,,"Block Group 2, Census Tract 173, Providence County, Rhode Island",1637,"Block Group 2, Census Tract 173, Providence County, Rhode Island",447
"G44000700173003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173003",,,"Block Group 3, Census Tract 173, Providence County, Rhode Island",657,"Block Group 3, Census Tract 173, Providence County, Rhode Island",277
"G44000700174001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174001",,,"Block Group 1, Census Tract 174, Providence County, Rhode Island",1539,"Block Group 1, Census Tract 174, Providence County, Rhode Island",326
"G44000700174002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174002",,,"Block Group 2, Census Tract 174, Providence County, Rhode Island",987,"Block Group 2, Census Tract 174, Providence County, Rhode Island",269
"G44000700174003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174003",,,"Block Group 3, Census Tract 174, Providence County, Rhode Island",1864,"Block Group 3, Census Tract 174, Providence County, Rhode Island",299
"G44000700175001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175001",,,"Block Group 1, Census Tract 175, Providence County, Rhode Island",764,"Block Group 1, Census Tract 175, Providence County, Rhode Island",186
"G44000700175002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175002",,,"Block Group 2, Census Tract 175, Providence County, Rhode Island",1150,"Block Group 2, Census Tract 175, Providence County, Rhode Island",264
"G44000700175003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175003",,,"Block Group 3, Census Tract 175, Providence County, Rhode Island",1030,"Block Group 3, Census Tract 175, Providence County, Rhode Island",239
"G44000700176001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070176001",,,"Block Group 1, Census Tract 176, Providence County, Rhode Island",1521,"Block Group 1, Census Tract 176, Providence County, Rhode Island",290
"G44000700176002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070176002",,,"Block Group 2, Census Tract 176, Providence County, Rhode Island",1324,"Block Group 2, Census Tract 176, Providence County, Rhode Island",284
"G44000700177001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177001",,,"Block Group 1, Census Tract 177, Providence County, Rhode Island",809,"Block Group 1, Census Tract 177, Providence County, Rhode Island",202
"G44000700177002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177002",,,"Block Group 2, Census Tract 177, Providence County, Rhode Island",1422,"Block Group 2, Census Tract 177, Providence County, Rhode Island",249
"G44000700177003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177003",,,"Block Group 3, Census Tract 177, Providence County, Rhode Island",1274,"Block Group 3, Census Tract 177, Providence County, Rhode Island",231
"G44000700178001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178001",,,"Block Group 1, Census Tract 178, Providence County, Rhode Island",695,"Block Group 1, Census Tract 178, Providence County, Rhode Island",235
"G44000700178002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178002",,,"Block Group 2, Census Tract 178, Providence County, Rhode Island",735,"Block Group 2, Census Tract 178, Providence County, Rhode Island",236
"G44000700178003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178003",,,"Block Group 3, Census Tract 178, Providence County, Rhode Island",779,"Block Group 3, Census Tract 178, Providence County, Rhode Island",248
"G44000700179001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070179001",,,"Block Group 1, Census Tract 179, Providence County, Rhode Island",857,"Block Group 1, Census Tract 179, Providence County, Rhode Island",330
"G44000700179002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070179002",,,"Block Group 2, Census Tract 179, Providence County, Rhode Island",1327,"Block Group 2, Census Tract 179, Providence County, Rhode Island",345
"G44000700179003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"017900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070179003",,,"Block Group 3, Census Tract 179, Providence County, Rhode Island",1066,"Block Group 3, Census Tract 179, Providence County, Rhode Island",275
"G44000700180001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070180001",,,"Block Group 1, Census Tract 180, Providence County, Rhode Island",991,"Block Group 1, Census Tract 180, Providence County, Rhode Island",341
"G44000700180002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070180002",,,"Block Group 2, Census Tract 180, Providence County, Rhode Island",697,"Block Group 2, Census Tract 180, Providence County, Rhode Island",171
"G44000700180003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070180003",,,"Block Group 3, Census Tract 180, Providence County, Rhode Island",655,"Block Group 3, Census Tract 180, Providence County, Rhode Island",166
"G44000700181001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070181001",,,"Block Group 1, Census Tract 181, Providence County, Rhode Island",1303,"Block Group 1, Census Tract 181, Providence County, Rhode Island",443
"G44000700181002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070181002",,,"Block Group 2, Census Tract 181, Providence County, Rhode Island",1801,"Block Group 2, Census Tract 181, Providence County, Rhode Island",439
"G44000700182001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070182001",,,"Block Group 1, Census Tract 182, Providence County, Rhode Island",1643,"Block Group 1, Census Tract 182, Providence County, Rhode Island",344
"G44000700182002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070182002",,,"Block Group 2, Census Tract 182, Providence County, Rhode Island",1071,"Block Group 2, Census Tract 182, Providence County, Rhode Island",288
"G44000700183001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070183001",,,"Block Group 1, Census Tract 183, Providence County, Rhode Island",1837,"Block Group 1, Census Tract 183, Providence County, Rhode Island",227
"G44000700184001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184001",,,"Block Group 1, Census Tract 184, Providence County, Rhode Island",1614,"Block Group 1, Census Tract 184, Providence County, Rhode Island",369
"G44000700184002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184002",,,"Block Group 2, Census Tract 184, Providence County, Rhode Island",783,"Block Group 2, Census Tract 184, Providence County, Rhode Island",343
"G44000700184003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184003",,,"Block Group 3, Census Tract 184, Providence County, Rhode Island",1017,"Block Group 3, Census Tract 184, Providence County, Rhode Island",415
"G44000700184004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184004",,,"Block Group 4, Census Tract 184, Providence County, Rhode Island",722,"Block Group 4, Census Tract 184, Providence County, Rhode Island",253
"G44000700184005","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018400","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184005",,,"Block Group 5, Census Tract 184, Providence County, Rhode Island",2202,"Block Group 5, Census Tract 184, Providence County, Rhode Island",533
"G44000700185001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070185001",,,"Block Group 1, Census Tract 185, Providence County, Rhode Island",700,"Block Group 1, Census Tract 185, Providence County, Rhode Island",252
"G44000700185002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070185002",,,"Block Group 2, Census Tract 185, Providence County, Rhode Island",1305,"Block Group 2, Census Tract 185, Providence County, Rhode Island",263
"G44000700185003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"018500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070185003",,,"Block Group 3, Census Tract 185, Providence County, Rhode Island",881,"Block Group 3, Census Tract 185, Providence County, Rhode Island",285
"G44000900415001","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"041500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090415001",,,"Block Group 1, Census Tract 415, Washington County, Rhode Island",819,"Block Group 1, Census Tract 415, Washington County, Rhode Island",151
"G44000900415002","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"041500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090415002",,,"Block Group 2, Census Tract 415, Washington County, Rhode Island",8,"Block Group 2, Census Tract 415, Washington County, Rhode Island",11
"G44000900501021","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050102","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501021",,,"Block Group 1, Census Tract 501.02, Washington County, Rhode Island",1267,"Block Group 1, Census Tract 501.02, Washington County, Rhode Island",138
"G44000900501022","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050102","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501022",,,"Block Group 2, Census Tract 501.02, Washington County, Rhode Island",807,"Block Group 2, Census Tract 501.02, Washington County, Rhode Island",188
"G44000900501031","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050103","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501031",,,"Block Group 1, Census Tract 501.03, Washington County, Rhode Island",1725,"Block Group 1, Census Tract 501.03, Washington County, Rhode Island",340
"G44000900501032","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050103","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501032",,,"Block Group 2, Census Tract 501.03, Washington County, Rhode Island",858,"Block Group 2, Census Tract 501.03, Washington County, Rhode Island",349
"G44000900501033","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050103","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501033",,,"Block Group 3, Census Tract 501.03, Washington County, Rhode Island",1512,"Block Group 3, Census Tract 501.03, Washington County, Rhode Island",351
"G44000900501034","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050103","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501034",,,"Block Group 4, Census Tract 501.03, Washington County, Rhode Island",608,"Block Group 4, Census Tract 501.03, Washington County, Rhode Island",241
"G44000900501035","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050103","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501035",,,"Block Group 5, Census Tract 501.03, Washington County, Rhode Island",797,"Block Group 5, Census Tract 501.03, Washington County, Rhode Island",246
"G44000900501041","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050104","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501041",,,"Block Group 1, Census Tract 501.04, Washington County, Rhode Island",2850,"Block Group 1, Census Tract 501.04, Washington County, Rhode Island",274
"G44000900501042","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050104","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501042",,,"Block Group 2, Census Tract 501.04, Washington County, Rhode Island",936,"Block Group 2, Census Tract 501.04, Washington County, Rhode Island",235
"G44000900503011","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050301","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503011",,,"Block Group 1, Census Tract 503.01, Washington County, Rhode Island",2362,"Block Group 1, Census Tract 503.01, Washington County, Rhode Island",265
"G44000900503012","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050301","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503012",,,"Block Group 2, Census Tract 503.01, Washington County, Rhode Island",1182,"Block Group 2, Census Tract 503.01, Washington County, Rhode Island",241
"G44000900503013","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050301","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503013",,,"Block Group 3, Census Tract 503.01, Washington County, Rhode Island",1272,"Block Group 3, Census Tract 503.01, Washington County, Rhode Island",235
"G44000900503021","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050302","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503021",,,"Block Group 1, Census Tract 503.02, Washington County, Rhode Island",1017,"Block Group 1, Census Tract 503.02, Washington County, Rhode Island",197
"G44000900503022","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050302","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503022",,,"Block Group 2, Census Tract 503.02, Washington County, Rhode Island",934,"Block Group 2, Census Tract 503.02, Washington County, Rhode Island",230
"G44000900503023","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050302","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503023",,,"Block Group 3, Census Tract 503.02, Washington County, Rhode Island",679,"Block Group 3, Census Tract 503.02, Washington County, Rhode Island",142
"G44000900504011","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050401","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090504011",,,"Block Group 1, Census Tract 504.01, Washington County, Rhode Island",1465,"Block Group 1, Census Tract 504.01, Washington County, Rhode Island",235
"G44000900504012","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050401","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090504012",,,"Block Group 2, Census Tract 504.01, Washington County, Rhode Island",3336,"Block Group 2, Census Tract 504.01, Washington County, Rhode Island",322
"G44000900504021","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050402","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090504021",,,"Block Group 1, Census Tract 504.02, Washington County, Rhode Island",552,"Block Group 1, Census Tract 504.02, Washington County, Rhode Island",134
"G44000900504022","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050402","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090504022",,,"Block Group 2, Census Tract 504.02, Washington County, Rhode Island",862,"Block Group 2, Census Tract 504.02, Washington County, Rhode Island",212
"G44000900504023","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050402","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090504023",,,"Block Group 3, Census Tract 504.02, Washington County, Rhode Island",1186,"Block Group 3, Census Tract 504.02, Washington County, Rhode Island",264
"G44000900505001","2014-2018","RI",,,"Rhode Island","44","Washington County","009",,,"050500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090505001",,,"Block Group 1, Census Tract 505, Washington County, Rhode Island",3214,"Block Group 1, Census Tract 505, Washington County, Rhode Island",442
