GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADKWE001,NAME_M,ADKWM001
"G44000500403022","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040302","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050403022",,,"Block Group 2, Census Tract 403.02, Newport County, Rhode Island",1204,"Block Group 2, Census Tract 403.02, Newport County, Rhode Island",227
"G44000500403031","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040303","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050403031",,,"Block Group 1, Census Tract 403.03, Newport County, Rhode Island",564,"Block Group 1, Census Tract 403.03, Newport County, Rhode Island",190
"G44000500403032","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040303","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050403032",,,"Block Group 2, Census Tract 403.03, Newport County, Rhode Island",2708,"Block Group 2, Census Tract 403.03, Newport County, Rhode Island",286
"G44000500403041","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040304","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050403041",,,"Block Group 1, Census Tract 403.04, Newport County, Rhode Island",1620,"Block Group 1, Census Tract 403.04, Newport County, Rhode Island",215
"G44000500403042","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040304","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050403042",,,"Block Group 2, Census Tract 403.04, Newport County, Rhode Island",1174,"Block Group 2, Census Tract 403.04, Newport County, Rhode Island",227
"G44000500404001","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050404001",,,"Block Group 1, Census Tract 404, Newport County, Rhode Island",2575,"Block Group 1, Census Tract 404, Newport County, Rhode Island",342
"G44000500404002","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050404002",,,"Block Group 2, Census Tract 404, Newport County, Rhode Island",1917,"Block Group 2, Census Tract 404, Newport County, Rhode Island",305
"G44000500404003","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050404003",,,"Block Group 3, Census Tract 404, Newport County, Rhode Island",1802,"Block Group 3, Census Tract 404, Newport County, Rhode Island",374
"G44000500405001","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050405001",,,"Block Group 1, Census Tract 405, Newport County, Rhode Island",2101,"Block Group 1, Census Tract 405, Newport County, Rhode Island",374
"G44000500405002","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050405002",,,"Block Group 2, Census Tract 405, Newport County, Rhode Island",1715,"Block Group 2, Census Tract 405, Newport County, Rhode Island",341
"G44000500405003","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050405003",,,"Block Group 3, Census Tract 405, Newport County, Rhode Island",595,"Block Group 3, Census Tract 405, Newport County, Rhode Island",167
"G44000500406001","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050406001",,,"Block Group 1, Census Tract 406, Newport County, Rhode Island",1604,"Block Group 1, Census Tract 406, Newport County, Rhode Island",499
"G44000500406002","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050406002",,,"Block Group 2, Census Tract 406, Newport County, Rhode Island",604,"Block Group 2, Census Tract 406, Newport County, Rhode Island",271
"G44000500406003","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050406003",,,"Block Group 3, Census Tract 406, Newport County, Rhode Island",761,"Block Group 3, Census Tract 406, Newport County, Rhode Island",255
"G44000500406004","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050406004",,,"Block Group 4, Census Tract 406, Newport County, Rhode Island",1133,"Block Group 4, Census Tract 406, Newport County, Rhode Island",368
"G44000500407001","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050407001",,,"Block Group 1, Census Tract 407, Newport County, Rhode Island",1253,"Block Group 1, Census Tract 407, Newport County, Rhode Island",309
"G44000500407002","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050407002",,,"Block Group 2, Census Tract 407, Newport County, Rhode Island",1389,"Block Group 2, Census Tract 407, Newport County, Rhode Island",274
"G44000500407003","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050407003",,,"Block Group 3, Census Tract 407, Newport County, Rhode Island",784,"Block Group 3, Census Tract 407, Newport County, Rhode Island",202
"G44000500408001","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050408001",,,"Block Group 1, Census Tract 408, Newport County, Rhode Island",1284,"Block Group 1, Census Tract 408, Newport County, Rhode Island",243
"G44000500408002","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050408002",,,"Block Group 2, Census Tract 408, Newport County, Rhode Island",633,"Block Group 2, Census Tract 408, Newport County, Rhode Island",200
"G44000500408003","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050408003",,,"Block Group 3, Census Tract 408, Newport County, Rhode Island",666,"Block Group 3, Census Tract 408, Newport County, Rhode Island",170
"G44000500409001","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409001",,,"Block Group 1, Census Tract 409, Newport County, Rhode Island",646,"Block Group 1, Census Tract 409, Newport County, Rhode Island",170
"G44000500409002","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409002",,,"Block Group 2, Census Tract 409, Newport County, Rhode Island",2603,"Block Group 2, Census Tract 409, Newport County, Rhode Island",343
"G44000500409003","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409003",,,"Block Group 3, Census Tract 409, Newport County, Rhode Island",1023,"Block Group 3, Census Tract 409, Newport County, Rhode Island",234
"G44000500409004","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"040900","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409004",,,"Block Group 4, Census Tract 409, Newport County, Rhode Island",594,"Block Group 4, Census Tract 409, Newport County, Rhode Island",120
"G44000500410001","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050410001",,,"Block Group 1, Census Tract 410, Newport County, Rhode Island",406,"Block Group 1, Census Tract 410, Newport County, Rhode Island",125
"G44000500410002","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050410002",,,"Block Group 2, Census Tract 410, Newport County, Rhode Island",1440,"Block Group 2, Census Tract 410, Newport County, Rhode Island",278
"G44000500411001","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050411001",,,"Block Group 1, Census Tract 411, Newport County, Rhode Island",830,"Block Group 1, Census Tract 411, Newport County, Rhode Island",151
"G44000500411002","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050411002",,,"Block Group 2, Census Tract 411, Newport County, Rhode Island",51,"Block Group 2, Census Tract 411, Newport County, Rhode Island",33
"G44000500411003","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050411003",,,"Block Group 3, Census Tract 411, Newport County, Rhode Island",553,"Block Group 3, Census Tract 411, Newport County, Rhode Island",113
"G44000500412001","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050412001",,,"Block Group 1, Census Tract 412, Newport County, Rhode Island",1791,"Block Group 1, Census Tract 412, Newport County, Rhode Island",140
"G44000500413001","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413001",,,"Block Group 1, Census Tract 413, Newport County, Rhode Island",1292,"Block Group 1, Census Tract 413, Newport County, Rhode Island",410
"G44000500413002","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413002",,,"Block Group 2, Census Tract 413, Newport County, Rhode Island",569,"Block Group 2, Census Tract 413, Newport County, Rhode Island",288
"G44000500413003","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413003",,,"Block Group 3, Census Tract 413, Newport County, Rhode Island",915,"Block Group 3, Census Tract 413, Newport County, Rhode Island",290
"G44000500413004","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413004",,,"Block Group 4, Census Tract 413, Newport County, Rhode Island",867,"Block Group 4, Census Tract 413, Newport County, Rhode Island",254
"G44000500413005","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041300","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413005",,,"Block Group 5, Census Tract 413, Newport County, Rhode Island",1821,"Block Group 5, Census Tract 413, Newport County, Rhode Island",402
"G44000500414001","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050414001",,,"Block Group 1, Census Tract 414, Newport County, Rhode Island",721,"Block Group 1, Census Tract 414, Newport County, Rhode Island",183
"G44000500414002","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050414002",,,"Block Group 2, Census Tract 414, Newport County, Rhode Island",2783,"Block Group 2, Census Tract 414, Newport County, Rhode Island",183
"G44000500416011","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041601","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416011",,,"Block Group 1, Census Tract 416.01, Newport County, Rhode Island",1880,"Block Group 1, Census Tract 416.01, Newport County, Rhode Island",245
"G44000500416012","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041601","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416012",,,"Block Group 2, Census Tract 416.01, Newport County, Rhode Island",1076,"Block Group 2, Census Tract 416.01, Newport County, Rhode Island",261
"G44000500416021","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041602","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416021",,,"Block Group 1, Census Tract 416.02, Newport County, Rhode Island",1094,"Block Group 1, Census Tract 416.02, Newport County, Rhode Island",264
"G44000500416022","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041602","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416022",,,"Block Group 2, Census Tract 416.02, Newport County, Rhode Island",3357,"Block Group 2, Census Tract 416.02, Newport County, Rhode Island",259
"G44000500417011","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050417011",,,"Block Group 1, Census Tract 417.01, Newport County, Rhode Island",3281,"Block Group 1, Census Tract 417.01, Newport County, Rhode Island",159
"G44000500417021","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050417021",,,"Block Group 1, Census Tract 417.02, Newport County, Rhode Island",2231,"Block Group 1, Census Tract 417.02, Newport County, Rhode Island",348
"G44000500417022","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050417022",,,"Block Group 2, Census Tract 417.02, Newport County, Rhode Island",1851,"Block Group 2, Census Tract 417.02, Newport County, Rhode Island",355
"G44000500417023","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"041702","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050417023",,,"Block Group 3, Census Tract 417.02, Newport County, Rhode Island",1048,"Block Group 3, Census Tract 417.02, Newport County, Rhode Island",268
"G44000509900000","2011-2015","RI",,,"Rhode Island","44","Newport County","005",,,"990000","0",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440059900000",,,"Block Group 0, Census Tract 9900, Newport County, Rhode Island",0,"Block Group 0, Census Tract 9900, Newport County, Rhode Island",12
"G44000700001011","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000101","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001011",,,"Block Group 1, Census Tract 1.01, Providence County, Rhode Island",1483,"Block Group 1, Census Tract 1.01, Providence County, Rhode Island",286
"G44000700001012","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000101","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001012",,,"Block Group 2, Census Tract 1.01, Providence County, Rhode Island",730,"Block Group 2, Census Tract 1.01, Providence County, Rhode Island",261
"G44000700001013","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000101","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001013",,,"Block Group 3, Census Tract 1.01, Providence County, Rhode Island",1457,"Block Group 3, Census Tract 1.01, Providence County, Rhode Island",369
"G44000700001014","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000101","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001014",,,"Block Group 4, Census Tract 1.01, Providence County, Rhode Island",1432,"Block Group 4, Census Tract 1.01, Providence County, Rhode Island",388
"G44000700001021","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000102","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001021",,,"Block Group 1, Census Tract 1.02, Providence County, Rhode Island",1402,"Block Group 1, Census Tract 1.02, Providence County, Rhode Island",389
"G44000700001022","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000102","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001022",,,"Block Group 2, Census Tract 1.02, Providence County, Rhode Island",900,"Block Group 2, Census Tract 1.02, Providence County, Rhode Island",288
"G44000700001023","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000102","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001023",,,"Block Group 3, Census Tract 1.02, Providence County, Rhode Island",1553,"Block Group 3, Census Tract 1.02, Providence County, Rhode Island",380
"G44000700001024","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000102","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001024",,,"Block Group 4, Census Tract 1.02, Providence County, Rhode Island",1067,"Block Group 4, Census Tract 1.02, Providence County, Rhode Island",353
"G44000700002001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002001",,,"Block Group 1, Census Tract 2, Providence County, Rhode Island",1731,"Block Group 1, Census Tract 2, Providence County, Rhode Island",452
"G44000700002002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002002",,,"Block Group 2, Census Tract 2, Providence County, Rhode Island",799,"Block Group 2, Census Tract 2, Providence County, Rhode Island",362
"G44000700002003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002003",,,"Block Group 3, Census Tract 2, Providence County, Rhode Island",1235,"Block Group 3, Census Tract 2, Providence County, Rhode Island",448
"G44000700002004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002004",,,"Block Group 4, Census Tract 2, Providence County, Rhode Island",1239,"Block Group 4, Census Tract 2, Providence County, Rhode Island",551
"G44000700002005","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000200","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002005",,,"Block Group 5, Census Tract 2, Providence County, Rhode Island",1647,"Block Group 5, Census Tract 2, Providence County, Rhode Island",501
"G44000700003001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003001",,,"Block Group 1, Census Tract 3, Providence County, Rhode Island",304,"Block Group 1, Census Tract 3, Providence County, Rhode Island",165
"G44000700003002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003002",,,"Block Group 2, Census Tract 3, Providence County, Rhode Island",996,"Block Group 2, Census Tract 3, Providence County, Rhode Island",457
"G44000700003003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003003",,,"Block Group 3, Census Tract 3, Providence County, Rhode Island",808,"Block Group 3, Census Tract 3, Providence County, Rhode Island",426
"G44000700003004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003004",,,"Block Group 4, Census Tract 3, Providence County, Rhode Island",2093,"Block Group 4, Census Tract 3, Providence County, Rhode Island",665
"G44000700003005","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000300","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003005",,,"Block Group 5, Census Tract 3, Providence County, Rhode Island",1232,"Block Group 5, Census Tract 3, Providence County, Rhode Island",535
"G44000700003006","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000300","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003006",,,"Block Group 6, Census Tract 3, Providence County, Rhode Island",732,"Block Group 6, Census Tract 3, Providence County, Rhode Island",306
"G44000700004001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004001",,,"Block Group 1, Census Tract 4, Providence County, Rhode Island",1075,"Block Group 1, Census Tract 4, Providence County, Rhode Island",361
"G44000700004002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004002",,,"Block Group 2, Census Tract 4, Providence County, Rhode Island",687,"Block Group 2, Census Tract 4, Providence County, Rhode Island",294
"G44000700004003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004003",,,"Block Group 3, Census Tract 4, Providence County, Rhode Island",1130,"Block Group 3, Census Tract 4, Providence County, Rhode Island",354
"G44000700004004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004004",,,"Block Group 4, Census Tract 4, Providence County, Rhode Island",826,"Block Group 4, Census Tract 4, Providence County, Rhode Island",279
"G44000700005001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070005001",,,"Block Group 1, Census Tract 5, Providence County, Rhode Island",1084,"Block Group 1, Census Tract 5, Providence County, Rhode Island",429
"G44000700005002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070005002",,,"Block Group 2, Census Tract 5, Providence County, Rhode Island",501,"Block Group 2, Census Tract 5, Providence County, Rhode Island",307
"G44000700005003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070005003",,,"Block Group 3, Census Tract 5, Providence County, Rhode Island",1383,"Block Group 3, Census Tract 5, Providence County, Rhode Island",543
"G44000700006001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070006001",,,"Block Group 1, Census Tract 6, Providence County, Rhode Island",342,"Block Group 1, Census Tract 6, Providence County, Rhode Island",138
"G44000700006002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070006002",,,"Block Group 2, Census Tract 6, Providence County, Rhode Island",1680,"Block Group 2, Census Tract 6, Providence County, Rhode Island",287
"G44000700007001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070007001",,,"Block Group 1, Census Tract 7, Providence County, Rhode Island",550,"Block Group 1, Census Tract 7, Providence County, Rhode Island",188
"G44000700007002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070007002",,,"Block Group 2, Census Tract 7, Providence County, Rhode Island",1187,"Block Group 2, Census Tract 7, Providence County, Rhode Island",246
"G44000700007003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070007003",,,"Block Group 3, Census Tract 7, Providence County, Rhode Island",877,"Block Group 3, Census Tract 7, Providence County, Rhode Island",419
"G44000700008001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070008001",,,"Block Group 1, Census Tract 8, Providence County, Rhode Island",1470,"Block Group 1, Census Tract 8, Providence County, Rhode Island",238
"G44000700008002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070008002",,,"Block Group 2, Census Tract 8, Providence County, Rhode Island",1143,"Block Group 2, Census Tract 8, Providence County, Rhode Island",159
"G44000700008003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070008003",,,"Block Group 3, Census Tract 8, Providence County, Rhode Island",1623,"Block Group 3, Census Tract 8, Providence County, Rhode Island",194
"G44000700009001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070009001",,,"Block Group 1, Census Tract 9, Providence County, Rhode Island",1470,"Block Group 1, Census Tract 9, Providence County, Rhode Island",264
"G44000700009002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"000900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070009002",,,"Block Group 2, Census Tract 9, Providence County, Rhode Island",1003,"Block Group 2, Census Tract 9, Providence County, Rhode Island",225
"G44000700010001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070010001",,,"Block Group 1, Census Tract 10, Providence County, Rhode Island",1451,"Block Group 1, Census Tract 10, Providence County, Rhode Island",371
"G44000700010002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070010002",,,"Block Group 2, Census Tract 10, Providence County, Rhode Island",952,"Block Group 2, Census Tract 10, Providence County, Rhode Island",288
"G44000700011001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070011001",,,"Block Group 1, Census Tract 11, Providence County, Rhode Island",976,"Block Group 1, Census Tract 11, Providence County, Rhode Island",232
"G44000700011002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070011002",,,"Block Group 2, Census Tract 11, Providence County, Rhode Island",860,"Block Group 2, Census Tract 11, Providence County, Rhode Island",266
"G44000700011003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070011003",,,"Block Group 3, Census Tract 11, Providence County, Rhode Island",536,"Block Group 3, Census Tract 11, Providence County, Rhode Island",211
"G44000700012001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070012001",,,"Block Group 1, Census Tract 12, Providence County, Rhode Island",1867,"Block Group 1, Census Tract 12, Providence County, Rhode Island",352
"G44000700012002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070012002",,,"Block Group 2, Census Tract 12, Providence County, Rhode Island",601,"Block Group 2, Census Tract 12, Providence County, Rhode Island",201
"G44000700012003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070012003",,,"Block Group 3, Census Tract 12, Providence County, Rhode Island",752,"Block Group 3, Census Tract 12, Providence County, Rhode Island",338
"G44000700013001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013001",,,"Block Group 1, Census Tract 13, Providence County, Rhode Island",929,"Block Group 1, Census Tract 13, Providence County, Rhode Island",367
"G44000700013002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013002",,,"Block Group 2, Census Tract 13, Providence County, Rhode Island",1023,"Block Group 2, Census Tract 13, Providence County, Rhode Island",326
"G44000700013003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013003",,,"Block Group 3, Census Tract 13, Providence County, Rhode Island",1763,"Block Group 3, Census Tract 13, Providence County, Rhode Island",494
"G44000700013004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013004",,,"Block Group 4, Census Tract 13, Providence County, Rhode Island",1361,"Block Group 4, Census Tract 13, Providence County, Rhode Island",427
"G44000700014001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014001",,,"Block Group 1, Census Tract 14, Providence County, Rhode Island",1081,"Block Group 1, Census Tract 14, Providence County, Rhode Island",471
"G44000700014002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014002",,,"Block Group 2, Census Tract 14, Providence County, Rhode Island",1817,"Block Group 2, Census Tract 14, Providence County, Rhode Island",587
